REGION	MARKER	ANNO1	ANNO2
Region_24	SNP_2331	1	0.725136570865288
Region_24	SNP_2332	1	0.632794627686962
Region_24	SNP_2333	1	0.481533470097929
Region_24	SNP_2334	1	0.557204167125747
Region_24	SNP_2335	0	0.89737208141014
Region_24	SNP_2336	0	0.501330574043095
Region_24	SNP_2337	0	0.783060603775084
Region_24	SNP_2338	0	0.342434001155198
Region_24	SNP_2339	0	0.174234200734645
Region_24	SNP_2340	1	0.669478859053925
Region_24	SNP_2341	1	0.169330325210467
Region_24	SNP_2342	0	0.843492524931207
Region_24	SNP_2343	1	0.54513720003888
Region_24	SNP_2344	1	0.347941205138341
Region_24	SNP_2345	1	0.820375041803345
Region_24	SNP_2346	1	0.341841546352953
Region_24	SNP_2347	0	0.599084816407412
Region_24	SNP_2348	1	0.519590195501223
Region_24	SNP_2349	0	0.679678169311956
Region_24	SNP_2350	1	0.493600208545104
Region_24	SNP_2351	1	0.157708104234189
Region_24	SNP_2352	1	0.304329817416146
Region_24	SNP_2353	0	0.245723453816026
Region_24	SNP_2354	1	0.184747225604951
Region_24	SNP_2355	1	0.257040000287816
Region_24	SNP_2356	0	0.657173711108044
Region_24	SNP_2357	0	0.870996657758951
Region_24	SNP_2358	0	0.55799350515008
Region_24	SNP_2359	1	0.24792836769484
Region_24	SNP_2360	1	0.716663405997679
Region_24	SNP_2361	1	0.606492753140628
Region_24	SNP_2362	0	0.640391780529171
Region_24	SNP_2363	0	0.761024441802874
Region_24	SNP_2364	1	0.920261205174029
Region_24	SNP_2365	0	0.26507216738537
Region_24	SNP_2366	0	0.637722694082186
Region_24	SNP_2367	1	0.673076158389449
Region_24	SNP_2368	1	0.282156292814761
Region_24	SNP_2369	0	0.904110056348145
Region_24	SNP_2370	0	0.0225098743103445
Region_24	SNP_2371	0	0.498693674337119
Region_24	SNP_2372	0	0.906831369269639
Region_24	SNP_2373	0	0.517223249655217
Region_24	SNP_2374	1	0.272433868143708
Region_24	SNP_2375	0	0.852716055233032
Region_24	SNP_2376	1	0.252517035696656
Region_24	SNP_2377	1	0.960281207924709
Region_24	SNP_2378	1	0.943684177007526
Region_24	SNP_2379	0	0.398605079622939
Region_24	SNP_2380	0	0.880151874851435
Region_24	SNP_2381	1	0.397549855522811
Region_24	SNP_2382	1	0.339436313137412
Region_24	SNP_2383	1	0.568785679060966
Region_24	SNP_2384	1	0.420542443636805
Region_24	SNP_2385	1	0.0508142344187945
Region_24	SNP_2386	0	0.65481533925049
Region_24	SNP_2387	0	0.965517067117617
Region_24	SNP_2388	1	0.777284352807328
Region_24	SNP_2389	0	0.0993595637846738
Region_24	SNP_2390	1	0.993642042623833
Region_24	SNP_2391	1	0.722149142064154
Region_24	SNP_2392	0	0.694377238396555
Region_24	SNP_2393	1	0.353604522533715
Region_24	SNP_2394	1	0.195141260745004
Region_24	SNP_2395	1	0.498828568262979
Region_24	SNP_2396	0	0.677593923406675
Region_24	SNP_2397	1	0.398919367929921
Region_24	SNP_2398	0	0.149206910049543
Region_24	SNP_2399	0	0.0868742601014674
Region_24	SNP_2400	1	0.215923041338101
Region_25	SNP_2401	0	0.0425749318674207
Region_25	SNP_2402	0	0.543675265507773
Region_25	SNP_2403	1	0.227537469239905
Region_25	SNP_2404	0	0.49860769463703
Region_25	SNP_2405	1	0.775067874928936
Region_25	SNP_2406	0	0.842312086606398
Region_25	SNP_2407	0	0.166833610041067
Region_25	SNP_2408	0	0.331307173008099
Region_25	SNP_2409	0	0.307404510676861
Region_25	SNP_2410	1	0.110908982576802
Region_25	SNP_2411	1	0.0629115221090615
Region_25	SNP_2412	1	0.437252186238766
Region_25	SNP_2413	1	0.465381876798347
Region_25	SNP_2414	0	0.119175817118958
Region_25	SNP_2415	1	0.372314638225362
Region_25	SNP_2416	0	0.812037898926064
Region_25	SNP_2417	1	0.586826471844688
Region_25	SNP_2418	0	0.030414073029533
Region_25	SNP_2419	1	0.615664988523349
Region_25	SNP_2420	1	0.527128131361678
Region_25	SNP_2421	1	0.229114425834268
Region_25	SNP_2422	1	0.210090211592615
Region_25	SNP_2423	0	0.290592680685222
Region_25	SNP_2424	1	0.93578112591058
Region_25	SNP_2425	1	0.930348918540403
Region_25	SNP_2426	0	0.947928891750053
Region_25	SNP_2427	1	0.137110278243199
Region_25	SNP_2428	1	0.395937627879903
Region_25	SNP_2429	0	0.0618852090556175
Region_25	SNP_2430	1	0.846139322733507
Region_25	SNP_2431	1	0.650640673236921
Region_25	SNP_2432	1	0.887266275472939
Region_25	SNP_2433	1	0.865912023931742
Region_25	SNP_2434	0	0.0854690459091216
Region_25	SNP_2435	0	0.528215484693646
Region_25	SNP_2436	0	0.294814393622801
Region_25	SNP_2437	1	0.0149870016612113
Region_25	SNP_2438	0	0.479594808304682
Region_25	SNP_2439	0	0.606505292467773
Region_25	SNP_2440	1	0.555870547890663
Region_25	SNP_2441	0	0.134267640300095
Region_25	SNP_2442	1	0.695813920814544
Region_25	SNP_2443	1	0.805281634675339
Region_25	SNP_2444	0	0.100503851426765
Region_25	SNP_2445	0	0.869156644679606
Region_25	SNP_2446	0	0.398839039262384
Region_25	SNP_2447	1	0.827481481945142
Region_25	SNP_2448	1	0.541553662158549
Region_25	SNP_2449	0	0.494439983740449
Region_25	SNP_2450	1	0.94939273968339
Region_25	SNP_2451	0	0.714385244296864
Region_25	SNP_2452	1	0.755468714749441
Region_25	SNP_2453	1	0.0219138045795262
Region_25	SNP_2454	0	0.532824211986735
Region_25	SNP_2455	0	0.750120555283502
Region_25	SNP_2456	1	0.850562939187512
Region_25	SNP_2457	1	0.98324952297844
Region_25	SNP_2458	1	0.199265134753659
Region_25	SNP_2459	1	0.884905030485243
Region_25	SNP_2460	0	0.188586633885279
Region_25	SNP_2461	0	0.168104616459459
Region_25	SNP_2462	1	0.224600574467331
Region_25	SNP_2463	0	0.724221453070641
Region_25	SNP_2464	1	0.628788623027503
Region_25	SNP_2465	0	0.456300984369591
Region_25	SNP_2466	1	0.223410754231736
Region_25	SNP_2467	0	0.595511702820659
Region_25	SNP_2468	1	0.520423187175766
Region_25	SNP_2469	0	0.941255391575396
Region_25	SNP_2470	1	0.481500262161717
Region_25	SNP_2471	0	0.155499026644975
Region_25	SNP_2472	0	0.96892193518579
Region_25	SNP_2473	0	0.459942930843681
Region_25	SNP_2474	0	0.349878774955869
Region_25	SNP_2475	0	0.713934815721586
Region_25	SNP_2476	0	0.0484987718518823
Region_25	SNP_2477	1	0.030346960760653
Region_25	SNP_2478	0	0.744855771772563
Region_25	SNP_2479	1	0.0328772005159408
Region_25	SNP_2480	0	0.43480424513109
Region_25	SNP_2481	0	0.214144608704373
Region_25	SNP_2482	1	0.156035952270031
Region_25	SNP_2483	0	0.678693007212132
Region_25	SNP_2484	0	0.976130930939689
Region_25	SNP_2485	1	0.856503424234688
Region_25	SNP_2486	0	0.847639712272212
Region_25	SNP_2487	0	0.539296010276303
Region_25	SNP_2488	0	0.655920305056497
Region_25	SNP_2489	0	0.259830557042733
Region_25	SNP_2490	1	0.743744175182655
Region_25	SNP_2491	1	0.945733193540946
Region_25	SNP_2492	0	0.681356780929491
Region_25	SNP_2493	1	0.28406932298094
Region_25	SNP_2494	0	0.396767172263935
Region_25	SNP_2495	0	0.970855478430167
Region_25	SNP_2496	1	0.0470324971247464
Region_25	SNP_2497	1	0.985048675211146
Region_25	SNP_2498	1	0.222412852570415
Region_25	SNP_2499	0	0.592785495566204
Region_25	SNP_2500	1	0.207862464478239
Region_26	SNP_2501	0	0.869761060690507
Region_26	SNP_2502	0	0.97043949435465
Region_26	SNP_2503	1	0.749563537305221
Region_26	SNP_2504	1	0.770963637158275
Region_26	SNP_2505	0	0.618898816872388
Region_26	SNP_2506	0	0.289913331856951
Region_26	SNP_2507	0	0.209832552587613
Region_26	SNP_2508	0	0.757493789773434
Region_26	SNP_2509	1	0.625968505861238
Region_26	SNP_2510	1	0.615967107471079
Region_26	SNP_2511	0	0.671954563586041
Region_26	SNP_2512	0	0.562040535965934
Region_26	SNP_2513	0	0.771105429390445
Region_26	SNP_2514	0	0.505766625748947
Region_26	SNP_2515	0	0.180711284978315
Region_26	SNP_2516	0	0.710789642529562
Region_26	SNP_2517	0	0.683991515077651
Region_26	SNP_2518	1	0.687309751054272
Region_26	SNP_2519	0	0.0265361336059868
Region_26	SNP_2520	1	0.341559007531032
Region_26	SNP_2521	0	0.240140850422904
Region_26	SNP_2522	0	0.116449362132698
Region_26	SNP_2523	1	0.365116994362324
Region_26	SNP_2524	1	0.210038435412571
Region_26	SNP_2525	0	0.764169609872624
Region_26	SNP_2526	0	0.881689870264381
Region_26	SNP_2527	1	0.240601159865037
Region_26	SNP_2528	0	0.918179020751268
Region_26	SNP_2529	1	0.482961076544598
Region_26	SNP_2530	1	0.75090029835701
Region_26	SNP_2531	0	0.0907463333569467
Region_26	SNP_2532	1	0.195301351137459
Region_26	SNP_2533	0	0.352047085529193
Region_26	SNP_2534	1	0.116960523184389
Region_26	SNP_2535	1	0.165752559900284
Region_26	SNP_2536	0	0.570720457937568
Region_26	SNP_2537	0	0.817591106053442
Region_26	SNP_2538	0	0.540118839591742
Region_26	SNP_2539	1	0.263615377014503
Region_26	SNP_2540	0	0.36701551428996
Region_26	SNP_2541	0	0.354015007615089
Region_26	SNP_2542	1	0.953225830337033
Region_26	SNP_2543	1	0.368779830168933
Region_26	SNP_2544	1	0.0242900138255209
Region_26	SNP_2545	1	0.463706613518298
Region_26	SNP_2546	0	0.990974599029869
Region_26	SNP_2547	0	0.66389211663045
Region_26	SNP_2548	0	0.953278603265062
Region_26	SNP_2549	0	0.469241796527058
Region_26	SNP_2550	1	0.996393501758575
Region_26	SNP_2551	0	0.430334642762318
Region_26	SNP_2552	1	0.264938129810616
Region_26	SNP_2553	0	0.343445582548156
Region_26	SNP_2554	1	0.858454100554809
Region_26	SNP_2555	1	0.117463605012745
Region_26	SNP_2556	0	0.536058173514903
Region_26	SNP_2557	0	0.0891176250297576
Region_26	SNP_2558	1	0.273280418943614
Region_26	SNP_2559	0	0.389715489232913
Region_26	SNP_2560	0	0.620954343350604
Region_26	SNP_2561	1	0.567045380827039
Region_26	SNP_2562	1	0.818536172388121
Region_26	SNP_2563	0	0.970560900168493
Region_26	SNP_2564	1	0.812272190814838
Region_26	SNP_2565	1	0.667090238537639
Region_26	SNP_2566	1	0.507449473487213
Region_26	SNP_2567	0	0.377769521437585
Region_26	SNP_2568	0	0.24314345465973
Region_26	SNP_2569	1	0.909472417086363
Region_26	SNP_2570	0	0.756514492211863
Region_26	SNP_2571	0	0.748356387019157
Region_26	SNP_2572	1	0.887962908484042
Region_26	SNP_2573	1	0.446308850310743
Region_26	SNP_2574	0	0.662016754969954
Region_26	SNP_2575	1	0.69765126449056
Region_26	SNP_2576	0	0.893160797189921
Region_26	SNP_2577	0	0.188699926715344
Region_26	SNP_2578	0	0.0700538929086179
Region_26	SNP_2579	1	0.582066656788811
Region_26	SNP_2580	0	0.502705898601562
Region_26	SNP_2581	1	0.796054742997512
Region_26	SNP_2582	1	0.421936752740294
Region_26	SNP_2583	1	0.0488300807774067
Region_26	SNP_2584	0	0.927300235256553
Region_26	SNP_2585	0	0.758243021322414
Region_26	SNP_2586	1	0.989986580098048
Region_26	SNP_2587	1	0.297998271184042
Region_26	SNP_2588	1	0.783870909595862
Region_26	SNP_2589	0	0.085212339181453
Region_26	SNP_2590	0	0.216836223145947
Region_26	SNP_2591	1	0.164692730177194
Region_26	SNP_2592	0	0.669989741640165
Region_26	SNP_2593	1	0.117738195462152
Region_26	SNP_2594	1	0.409056747099385
Region_26	SNP_2595	0	0.0971309472806752
Region_26	SNP_2596	1	0.870948312338442
Region_26	SNP_2597	0	0.0793072904925793
Region_26	SNP_2598	1	0.182634598575532
Region_26	SNP_2599	1	0.991311448160559
Region_26	SNP_2600	0	0.758870161604136
Region_27	SNP_2601	1	0.794928553747013
Region_27	SNP_2602	1	0.76127336663194
Region_27	SNP_2603	1	0.843341655330732
Region_27	SNP_2604	1	0.177798977587372
Region_27	SNP_2605	1	0.6894991772715
Region_27	SNP_2606	0	0.606743642129004
Region_27	SNP_2607	1	0.809999322751537
Region_27	SNP_2608	0	0.302754786331207
Region_27	SNP_2609	0	0.769918848294765
Region_27	SNP_2610	0	0.904063944704831
Region_27	SNP_2611	1	0.608987473184243
Region_27	SNP_2612	1	0.757072865962982
Region_27	SNP_2613	0	0.638276103651151
Region_27	SNP_2614	1	0.209484355058521
Region_27	SNP_2615	1	0.929235448595136
Region_27	SNP_2616	1	0.382179570849985
Region_27	SNP_2617	0	0.881949170259759
Region_27	SNP_2618	1	0.189297760371119
Region_27	SNP_2619	0	0.386954016285017
Region_27	SNP_2620	1	0.681074756197631
Region_27	SNP_2621	1	0.167271783575416
Region_27	SNP_2622	1	0.483199410606176
Region_27	SNP_2623	0	0.755739076761529
Region_27	SNP_2624	0	0.290997263975441
Region_27	SNP_2625	1	0.357425168389454
Region_27	SNP_2626	0	0.971611225744709
Region_27	SNP_2627	1	0.74476698320359
Region_27	SNP_2628	0	0.895756566198543
Region_27	SNP_2629	0	0.0345882391557097
Region_27	SNP_2630	1	0.901336777256802
Region_27	SNP_2631	1	0.392238735221326
Region_27	SNP_2632	0	0.520841137971729
Region_27	SNP_2633	0	0.792204626137391
Region_27	SNP_2634	0	0.3073595687747
Region_27	SNP_2635	0	0.0262899610679597
Region_27	SNP_2636	1	0.89361211261712
Region_27	SNP_2637	1	0.788950976217166
Region_27	SNP_2638	0	0.40592157910578
Region_27	SNP_2639	0	0.349274307256564
Region_27	SNP_2640	1	0.466323087690398
Region_27	SNP_2641	1	0.0299680677708238
Region_27	SNP_2642	0	0.00833587977103889
Region_27	SNP_2643	1	0.798840482253581
Region_27	SNP_2644	1	0.272629874525592
Region_27	SNP_2645	0	0.997095505241305
Region_27	SNP_2646	0	0.030106745660305
Region_27	SNP_2647	0	0.786006405949593
Region_27	SNP_2648	1	0.809854947030544
Region_27	SNP_2649	1	0.731003208551556
Region_27	SNP_2650	0	0.99803458340466
Region_27	SNP_2651	0	0.914471496129408
Region_27	SNP_2652	0	0.0215452678967267
Region_27	SNP_2653	1	0.68560993229039
Region_27	SNP_2654	0	0.143938057823107
Region_27	SNP_2655	0	0.0580041781067848
Region_27	SNP_2656	1	0.985801287228242
Region_27	SNP_2657	1	0.00889948708936572
Region_27	SNP_2658	0	0.166096261003986
Region_27	SNP_2659	0	0.0161324243526906
Region_27	SNP_2660	0	0.99927518912591
Region_27	SNP_2661	1	0.989139259327203
Region_27	SNP_2662	0	0.348403492476791
Region_27	SNP_2663	0	0.104872152209282
Region_27	SNP_2664	0	0.684392420575023
Region_27	SNP_2665	0	0.748838207218796
Region_27	SNP_2666	0	0.336149601498619
Region_27	SNP_2667	1	0.852863025153056
Region_27	SNP_2668	1	0.632970292121172
Region_27	SNP_2669	0	0.354441404808313
Region_27	SNP_2670	1	0.574364053085446
Region_27	SNP_2671	0	0.461904696654528
Region_27	SNP_2672	0	0.425739575875923
Region_27	SNP_2673	1	0.331969742663205
Region_27	SNP_2674	0	0.663883826229721
Region_27	SNP_2675	0	0.240068451501429
Region_27	SNP_2676	0	0.646979450248182
Region_27	SNP_2677	0	0.811202782671899
Region_27	SNP_2678	0	0.662629371508956
Region_27	SNP_2679	1	0.593626232119277
Region_27	SNP_2680	0	0.743565926095471
Region_27	SNP_2681	1	0.990059250034392
Region_27	SNP_2682	0	0.455101061379537
Region_27	SNP_2683	1	0.705414059571922
Region_27	SNP_2684	1	0.512979021063074
Region_27	SNP_2685	1	0.0286942308302969
Region_27	SNP_2686	1	0.731113747460768
Region_27	SNP_2687	1	0.519195969915017
Region_27	SNP_2688	0	0.743238121271133
Region_27	SNP_2689	1	0.0135684092529118
Region_27	SNP_2690	0	0.930135458707809
Region_27	SNP_2691	0	0.987722585676238
Region_27	SNP_2692	0	0.455088452668861
Region_27	SNP_2693	0	0.208438911242411
Region_27	SNP_2694	0	0.809660135535523
Region_27	SNP_2695	1	0.799689205829054
Region_27	SNP_2696	1	0.22133705415763
Region_27	SNP_2697	0	0.989730416564271
Region_27	SNP_2698	1	0.954482655739412
Region_27	SNP_2699	1	0.111219279235229
Region_27	SNP_2700	0	0.796808165498078
Region_28	SNP_2701	0	0.208937738323584
Region_28	SNP_2702	1	0.484440422384068
Region_28	SNP_2703	0	0.421300790971145
Region_28	SNP_2704	0	0.97254388127476
Region_28	SNP_2705	1	0.756762423785403
Region_28	SNP_2706	1	0.817031588405371
Region_28	SNP_2707	1	0.842052039224654
Region_28	SNP_2708	0	0.0107470599468797
Region_28	SNP_2709	0	0.844389354111627
Region_28	SNP_2710	1	0.250945272855461
Region_28	SNP_2711	0	0.1506258379668
Region_28	SNP_2712	1	0.0926725487224758
Region_28	SNP_2713	1	0.860778130590916
Region_28	SNP_2714	0	0.866122619714588
Region_28	SNP_2715	0	0.581285035936162
Region_28	SNP_2716	1	0.805147946113721
Region_28	SNP_2717	0	0.294364374829456
Region_28	SNP_2718	0	0.112033967161551
Region_28	SNP_2719	1	0.0512326727621257
Region_28	SNP_2720	0	0.417349244467914
Region_28	SNP_2721	0	0.00937019707635045
Region_28	SNP_2722	1	0.588000989053398
Region_28	SNP_2723	1	0.85143005149439
Region_28	SNP_2724	0	0.264758777106181
Region_28	SNP_2725	1	0.666442025685683
Region_28	SNP_2726	1	0.416884171077982
Region_28	SNP_2727	1	0.0726166018284857
Region_28	SNP_2728	0	0.956951529951766
Region_28	SNP_2729	0	0.0425321960356086
Region_28	SNP_2730	0	0.965242656646296
Region_28	SNP_2731	1	0.537155183497816
Region_28	SNP_2732	1	0.805251154815778
Region_28	SNP_2733	1	0.728806549916044
Region_28	SNP_2734	1	0.371733933221549
Region_28	SNP_2735	1	0.319928453303874
Region_28	SNP_2736	0	0.879678519675508
Region_28	SNP_2737	1	0.830888521624729
Region_28	SNP_2738	0	0.626504921820015
Region_28	SNP_2739	0	0.0780823118984699
Region_28	SNP_2740	1	0.935231124982238
Region_28	SNP_2741	1	0.995551547035575
Region_28	SNP_2742	1	0.767684175632894
Region_28	SNP_2743	0	0.147827287437394
Region_28	SNP_2744	0	0.463812779635191
Region_28	SNP_2745	1	0.667709578527138
Region_28	SNP_2746	0	0.46871825447306
Region_28	SNP_2747	1	0.612199601484463
Region_28	SNP_2748	0	0.321922886185348
Region_28	SNP_2749	1	0.308832747396082
Region_28	SNP_2750	0	0.716422711033374
Region_28	SNP_2751	0	0.109689094824716
Region_28	SNP_2752	0	0.636193824931979
Region_28	SNP_2753	1	0.161548129515722
Region_28	SNP_2754	1	0.418161869747564
Region_28	SNP_2755	0	0.891195493284613
Region_28	SNP_2756	0	0.760142774321139
Region_28	SNP_2757	0	0.159822715446353
Region_28	SNP_2758	0	0.352135702036321
Region_28	SNP_2759	1	0.521158767864108
Region_28	SNP_2760	1	0.997678325511515
Region_28	SNP_2761	1	0.924340694444254
Region_28	SNP_2762	0	0.668731298530474
Region_28	SNP_2763	1	0.78546399390325
Region_28	SNP_2764	1	0.908028745092452
Region_28	SNP_2765	0	0.104154186556116
Region_28	SNP_2766	0	0.828256780747324
Region_28	SNP_2767	1	0.977091397158802
Region_28	SNP_2768	1	0.245935675222427
Region_28	SNP_2769	0	0.144408558961004
Region_28	SNP_2770	0	0.538034110562876
Region_28	SNP_2771	1	0.872753653209656
Region_28	SNP_2772	0	0.720489954575896
Region_28	SNP_2773	1	0.903080537682399
Region_28	SNP_2774	1	0.60243578418158
Region_28	SNP_2775	1	0.00804163212887943
Region_28	SNP_2776	1	0.0267124166712165
Region_28	SNP_2777	1	0.00551255559548736
Region_28	SNP_2778	0	0.19206811953336
Region_28	SNP_2779	0	0.279197913128883
Region_28	SNP_2780	0	0.739404517691582
Region_28	SNP_2781	1	0.222107974812388
Region_28	SNP_2782	1	0.693458932684734
Region_28	SNP_2783	0	0.234161485685036
Region_28	SNP_2784	0	0.0763823203742504
Region_28	SNP_2785	0	0.773095970740542
Region_28	SNP_2786	0	0.328049188712612
Region_28	SNP_2787	0	0.730536998948082
Region_28	SNP_2788	0	0.803398853400722
Region_28	SNP_2789	0	0.698850755346939
Region_28	SNP_2790	1	0.860971816815436
Region_28	SNP_2791	1	0.275791774271056
Region_28	SNP_2792	0	0.713339611887932
Region_28	SNP_2793	1	0.908926407340914
Region_28	SNP_2794	1	0.965955003164709
Region_28	SNP_2795	1	0.135302281472832
Region_28	SNP_2796	1	0.282027253182605
Region_28	SNP_2797	1	0.32650521886535
Region_28	SNP_2798	1	0.418034906964749
Region_28	SNP_2799	1	0.567647401010618
Region_28	SNP_2800	0	0.248112538596615
Region_29	SNP_2801	1	0.376077714841813
Region_29	SNP_2802	1	0.88127060374245
Region_29	SNP_2803	0	0.972977241966873
Region_29	SNP_2804	0	0.0480415339116007
Region_29	SNP_2805	0	0.605952325975522
Region_29	SNP_2806	1	0.330569501733407
Region_29	SNP_2807	1	0.0548271213192493
Region_29	SNP_2808	1	0.113508713198826
Region_29	SNP_2809	1	0.0545342925470322
Region_29	SNP_2810	0	0.454043107572943
Region_29	SNP_2811	1	0.782390101347119
Region_29	SNP_2812	0	0.4176130075939
Region_29	SNP_2813	0	0.0424719704315066
Region_29	SNP_2814	0	0.295631882734597
Region_29	SNP_2815	1	0.416329629253596
Region_29	SNP_2816	1	0.699408813146874
Region_29	SNP_2817	1	0.136264302302152
Region_29	SNP_2818	1	0.337311730254441
Region_29	SNP_2819	1	0.383315104292706
Region_29	SNP_2820	1	0.0568150070030242
Region_29	SNP_2821	0	0.309618520084769
Region_29	SNP_2822	1	0.798346084775403
Region_29	SNP_2823	0	0.999477439094335
Region_29	SNP_2824	1	0.840950019890442
Region_29	SNP_2825	1	0.252146256389096
Region_29	SNP_2826	0	0.640686884988099
Region_29	SNP_2827	0	0.300243811216205
Region_29	SNP_2828	0	0.123770067701116
Region_29	SNP_2829	1	0.990938519826159
Region_29	SNP_2830	1	0.805344649823382
Region_29	SNP_2831	0	0.739897648571059
Region_29	SNP_2832	0	0.691932254936546
Region_29	SNP_2833	1	0.559598283842206
Region_29	SNP_2834	1	0.509091079700738
Region_29	SNP_2835	0	0.897771002724767
Region_29	SNP_2836	1	0.531700309598818
Region_29	SNP_2837	1	0.905059587443247
Region_29	SNP_2838	1	0.0518441805616021
Region_29	SNP_2839	0	0.145423433277756
Region_29	SNP_2840	0	0.38447050540708
Region_29	SNP_2841	0	0.396386119071394
Region_29	SNP_2842	0	0.769059240818024
Region_29	SNP_2843	1	0.265142211690545
Region_29	SNP_2844	0	0.733609434450045
Region_29	SNP_2845	0	0.843031986616552
Region_29	SNP_2846	0	0.250652662711218
Region_29	SNP_2847	0	0.831403552088886
Region_29	SNP_2848	1	0.384128042729571
Region_29	SNP_2849	0	0.68799351202324
Region_29	SNP_2850	1	0.868952222866938
Region_29	SNP_2851	0	0.561194647569209
Region_29	SNP_2852	1	0.232277645496652
Region_29	SNP_2853	0	0.632554603042081
Region_29	SNP_2854	0	0.989670661045238
Region_29	SNP_2855	1	0.20895831938833
Region_29	SNP_2856	1	0.0930618015117943
Region_29	SNP_2857	1	0.367191618075594
Region_29	SNP_2858	1	0.143071545753628
Region_29	SNP_2859	1	0.0850577389355749
Region_29	SNP_2860	0	0.306442203233019
Region_29	SNP_2861	0	0.763564593391493
Region_29	SNP_2862	0	0.381846527568996
Region_29	SNP_2863	0	0.157548239920288
Region_29	SNP_2864	1	0.999838067451492
Region_29	SNP_2865	0	0.0315812861081213
Region_29	SNP_2866	0	0.426207805518061
Region_29	SNP_2867	1	0.311415290692821
Region_29	SNP_2868	0	0.35732089006342
Region_29	SNP_2869	0	0.310679759364575
Region_29	SNP_2870	1	0.23828369542025
Region_29	SNP_2871	0	0.597271244972944
Region_29	SNP_2872	0	0.809901633532718
Region_29	SNP_2873	1	0.57912652567029
Region_29	SNP_2874	0	0.75741257192567
Region_29	SNP_2875	0	0.129959166515619
Region_29	SNP_2876	1	0.936033087549731
Region_29	SNP_2877	0	0.668184416601434
Region_29	SNP_2878	1	0.19800570840016
Region_29	SNP_2879	0	0.299124990822747
Region_29	SNP_2880	1	0.0878836731426418
Region_29	SNP_2881	1	0.893040710827336
Region_29	SNP_2882	1	0.342949132900685
Region_29	SNP_2883	0	0.00953548308461905
Region_29	SNP_2884	1	0.262003578012809
Region_29	SNP_2885	1	0.677751718321815
Region_29	SNP_2886	0	0.77845212444663
Region_29	SNP_2887	0	0.552925640717149
Region_29	SNP_2888	0	0.756465126760304
Region_29	SNP_2889	1	0.141987692797557
Region_29	SNP_2890	0	0.579863429768011
Region_29	SNP_2891	0	0.55803858092986
Region_29	SNP_2892	0	0.796117506921291
Region_29	SNP_2893	1	0.00256607285700738
Region_29	SNP_2894	1	0.76265870523639
Region_29	SNP_2895	0	0.873673574998975
Region_29	SNP_2896	1	0.796182341407984
Region_29	SNP_2897	0	0.912963243434206
Region_29	SNP_2898	1	0.451851576799527
Region_29	SNP_2899	0	0.394870002055541
Region_29	SNP_2900	0	0.220735331298783
Region_30	SNP_2901	0	0.266046810196713
Region_30	SNP_2902	0	0.0750139493029565
Region_30	SNP_2903	1	0.0374908752273768
Region_30	SNP_2904	0	0.13556030462496
Region_30	SNP_2905	1	0.0107155053410679
Region_30	SNP_2906	1	0.137099011568353
Region_30	SNP_2907	0	0.843289614189416
Region_30	SNP_2908	1	0.141308608464897
Region_30	SNP_2909	1	0.963436706922948
Region_30	SNP_2910	1	0.365001091267914
Region_30	SNP_2911	1	0.135060167871416
Region_30	SNP_2912	0	0.46310649998486
Region_30	SNP_2913	1	0.518468081019819
Region_30	SNP_2914	0	0.568486046744511
Region_30	SNP_2915	1	0.629678871016949
Region_30	SNP_2916	1	0.964929981390014
Region_30	SNP_2917	1	0.123406052123755
Region_30	SNP_2918	1	0.180040760198608
Region_30	SNP_2919	0	0.587547340430319
Region_30	SNP_2920	1	0.42354329652153
Region_30	SNP_2921	1	0.62975113443099
Region_30	SNP_2922	1	0.304540578275919
Region_30	SNP_2923	0	0.268295330228284
Region_30	SNP_2924	0	0.970789153827354
Region_30	SNP_2925	1	0.633058079052716
Region_30	SNP_2926	0	0.551281930645928
Region_30	SNP_2927	1	0.367264962056652
Region_30	SNP_2928	1	0.999765928834677
Region_30	SNP_2929	0	0.779906025389209
Region_30	SNP_2930	0	0.0106065988074988
Region_30	SNP_2931	0	0.67527975095436
Region_30	SNP_2932	1	0.0178950461558998
Region_30	SNP_2933	1	0.845557212596759
Region_30	SNP_2934	0	0.346069523831829
Region_30	SNP_2935	0	0.00921035720966756
Region_30	SNP_2936	1	0.756372037576512
Region_30	SNP_2937	1	0.266354514285922
Region_30	SNP_2938	1	0.366298786131665
Region_30	SNP_2939	0	0.014510381501168
Region_30	SNP_2940	0	0.528968878090382
Region_30	SNP_2941	0	0.719993567792699
Region_30	SNP_2942	0	0.462958396412432
Region_30	SNP_2943	1	0.792094868374988
Region_30	SNP_2944	0	0.132079892558977
Region_30	SNP_2945	0	0.420775277307257
Region_30	SNP_2946	0	0.344988781958818
Region_30	SNP_2947	0	0.647985391784459
Region_30	SNP_2948	1	0.482242061058059
Region_30	SNP_2949	1	0.603977323044091
Region_30	SNP_2950	1	0.301980937598273
Region_30	SNP_2951	0	0.759949409402907
Region_30	SNP_2952	1	0.854264022782445
Region_30	SNP_2953	1	0.127587787108496
Region_30	SNP_2954	0	0.592993749305606
Region_30	SNP_2955	0	0.889460175065324
Region_30	SNP_2956	1	0.539550529094413
Region_30	SNP_2957	0	0.229093830101192
Region_30	SNP_2958	0	0.944732707925141
Region_30	SNP_2959	0	0.443712622625753
Region_30	SNP_2960	1	0.0826174151152372
Region_30	SNP_2961	1	0.00463732169009745
Region_30	SNP_2962	1	0.272112988866866
